stop_id1,stop_id2,walking_time
176,8503086,571
176,8503086:0:1,571
176,8503086:0:112,571
176,8503086:0:2,571
176,8503086:0:212,571
176,8503087,553
176,8503087:0:1,553
176,8503087:0:103,553
176,8503087:0:2,553
176,8503087:0:203,553
176,8591329,596
176,8591365,570
176,Parent8503086,571
176,Parent8503087,553
8500926,8590616,173
8500926,8590737,435
8502075,8503016:0,186
8502075,8503016:0:1,186
8502075,8503016:0:2,186
8502075,8503016:0:3,186
8502075,8503016:0:3AB,186
8502075,8503016:0:4,186
8502075,8503016P,186
8502075,8573205,77
8502075,8573205:0,77
8502075,8573205:0:A,77
8502075,8573205:0:D,77
8502075,8573205:0:E,77
8502075,8573205:0:F,77
8502075,8573205:0:J,77
8502075,8573205:0:K,77
8502075,8573205:0:L,77
8502075,8573205:0:M,77
8502075,8573205:0:N,77
8502075,8573205:0:O,77
8502075,8573205:0:P,77
8502075,8573205:0:Q,77
8502075,8573205:0:R,77
8502075,8573205:0:T,77
8502075,8573205P,77
8502075,8580301,296
8502075,Parent8503016,186
8502075,Parent8573205,77
8502185,8502248,504
8502185,8502272,590
8502185,8502272:0,564
8502185,8502272:0:1/2,564
8502185,8502878,532
8502185,8572570,428
8502185,8572643,549
8502185,8581308,207
8502186,8502186:0,7
8502186,8502186:0:1/2,7
8502186,8502186P,7
8502186,8502270,374
8502186,Parent8502186,0
8502186:0,8502186,7
8502186:0,8502186:0:1/2,0
8502186:0,8502186P,0
8502186:0,8502270,368
8502186:0,Parent8502186,7
8502186:0:1/2,8502186,7
8502186:0:1/2,8502186:0,0
8502186:0:1/2,8502186P,0
8502186:0:1/2,8502270,368
8502186:0:1/2,Parent8502186,7
8502186P,8502186,7
8502186P,8502186:0,0
8502186P,8502186:0:1/2,0
8502186P,8502270,368
8502186P,Parent8502186,7
8502187,8502187:0,12
8502187,8502187:0:1/2,12
8502187,8502187P,12
8502187,Parent8502187,0
8502187:0,8502187,12
8502187:0,8502187:0:1/2,0
8502187:0,8502187P,0
8502187:0,Parent8502187,12
8502187:0:1/2,8502187,12
8502187:0:1/2,8502187:0,0
8502187:0:1/2,8502187P,0
8502187:0:1/2,Parent8502187,12
8502187P,8502187,12
8502187P,8502187:0,0
8502187P,8502187:0:1/2,0
8502187P,Parent8502187,12
8502188,8502188:0,5
8502188,8502188:0:1/2,5
8502188,8502188P,5
8502188,8502274,305
8502188,8502275,541
8502188,8576164,546
8502188,Parent8502188,0
8502188:0,8502188,5
8502188:0,8502188:0:1/2,0
8502188:0,8502188P,0
8502188:0,8502274,300
8502188:0,8502275,546
8502188:0,8576164,541
8502188:0,Parent8502188,5
8502188:0:1/2,8502188,5
8502188:0:1/2,8502188:0,0
8502188:0:1/2,8502188P,0
8502188:0:1/2,8502274,300
8502188:0:1/2,8502275,546
8502188:0:1/2,8576164,541
8502188:0:1/2,Parent8502188,5
8502188P,8502188,5
8502188P,8502188:0,0
8502188P,8502188:0:1/2,0
8502188P,8502274,300
8502188P,8502275,546
8502188P,8576164,541
8502188P,Parent8502188,5
8502207:0,8502207:0:1,0
8502207:0,8595330,28
8502207:0:1,8502207:0,0
8502207:0:1,8595330,28
8502208,8502208:0,0
8502208,8502208:0:2,0
8502208,8502208:0:3,0
8502208,8502208:0:4,0
8502208,8502208P,0
8502208,8573553,266
8502208,8573554,50
8502208,8573555,457
8502208,8579192,417
8502208,8589111,358
8502208,8590655,371
8502208,8594182,411
8502208,Parent8502208,0
8502208:0,8502208,0
8502208:0,8502208:0:2,0
8502208:0,8502208:0:3,0
8502208:0,8502208:0:4,0
8502208:0,8502208P,0
8502208:0,8573553,266
8502208:0,8573554,50
8502208:0,8573555,457
8502208:0,8579192,417
8502208:0,8589111,358
8502208:0,8590655,371
8502208:0,8594182,411
8502208:0,Parent8502208,0
8502208:0:2,8502208,0
8502208:0:2,8502208:0,0
8502208:0:2,8502208:0:3,0
8502208:0:2,8502208:0:4,0
8502208:0:2,8502208P,0
8502208:0:2,8573553,266
8502208:0:2,8573554,50
8502208:0:2,8573555,457
8502208:0:2,8579192,417
8502208:0:2,8589111,358
8502208:0:2,8590655,371
8502208:0:2,8594182,411
8502208:0:2,Parent8502208,0
8502208:0:3,8502208,0
8502208:0:3,8502208:0,0
8502208:0:3,8502208:0:2,0
8502208:0:3,8502208:0:4,0
8502208:0:3,8502208P,0
8502208:0:3,8573553,266
8502208:0:3,8573554,50
8502208:0:3,8573555,457
8502208:0:3,8579192,417
8502208:0:3,8589111,358
8502208:0:3,8590655,371
8502208:0:3,8594182,411
8502208:0:3,Parent8502208,0
8502208:0:4,8502208,0
8502208:0:4,8502208:0,0
8502208:0:4,8502208:0:2,0
8502208:0:4,8502208:0:3,0
8502208:0:4,8502208P,0
8502208:0:4,8573553,266
8502208:0:4,8573554,50
8502208:0:4,8573555,457
8502208:0:4,8579192,417
8502208:0:4,8589111,358
8502208:0:4,8590655,371
8502208:0:4,8594182,411
8502208:0:4,Parent8502208,0
8502208P,8502208,0
8502208P,8502208:0,0
8502208P,8502208:0:2,0
8502208P,8502208:0:3,0
8502208P,8502208:0:4,0
8502208P,8573553,266
8502208P,8573554,50
8502208P,8573555,457
8502208P,8579192,417
8502208P,8589111,358
8502208P,8590655,371
8502208P,8594182,411
8502208P,Parent8502208,0
8502209,8502209:0,0
8502209,8502209:0:1,0
8502209,8502209:0:2,0
8502209,8502209P,0
8502209,8503203:0,287
8502209,8503203:0:1,287
8502209,8503203:0:2,287
8502209,8503203P,287
8502209,8503673,596
8502209,8579186,315
8502209,8590734,52
8502209,8590735,473
8502209,8590736,458
8502209,Parent8502209,0
8502209,Parent8503203,287
8502209:0,8502209,0
8502209:0,8502209:0:1,0
8502209:0,8502209:0:2,0
8502209:0,8502209P,0
8502209:0,8503203:0,287
8502209:0,8503203:0:1,287
8502209:0,8503203:0:2,287
8502209:0,8503203P,287
8502209:0,8503673,596
8502209:0,8579186,315
8502209:0,8590734,52
8502209:0,8590735,473
8502209:0,8590736,458
8502209:0,Parent8502209,0
8502209:0,Parent8503203,287
8502209:0:1,8502209,0
8502209:0:1,8502209:0,0
8502209:0:1,8502209:0:2,0
8502209:0:1,8502209P,0
8502209:0:1,8503203:0,287
8502209:0:1,8503203:0:1,287
8502209:0:1,8503203:0:2,287
8502209:0:1,8503203P,287
8502209:0:1,8503673,596
8502209:0:1,8579186,315
8502209:0:1,8590734,52
8502209:0:1,8590735,473
8502209:0:1,8590736,458
8502209:0:1,Parent8502209,0
8502209:0:1,Parent8503203,287
8502209:0:2,8502209,0
8502209:0:2,8502209:0,0
8502209:0:2,8502209:0:1,0
8502209:0:2,8502209P,0
8502209:0:2,8503203:0,287
8502209:0:2,8503203:0:1,287
8502209:0:2,8503203:0:2,287
8502209:0:2,8503203P,287
8502209:0:2,8503673,596
8502209:0:2,8579186,315
8502209:0:2,8590734,52
8502209:0:2,8590735,473
8502209:0:2,8590736,458
8502209:0:2,Parent8502209,0
8502209:0:2,Parent8503203,287
8502209P,8502209,0
8502209P,8502209:0,0
8502209P,8502209:0:1,0
8502209P,8502209:0:2,0
8502209P,8503203:0,287
8502209P,8503203:0:1,287
8502209P,8503203:0:2,287
8502209P,8503203P,287
8502209P,8503673,596
8502209P,8579186,315
8502209P,8590734,52
8502209P,8590735,473
8502209P,8590736,458
8502209P,Parent8502209,0
8502209P,Parent8503203,287
8502220,8502220:0,0
8502220,8502220:0:1,0
8502220,8502220:0:2,0
8502220,8502220P,0
8502220,8590792,495
8502220,8590797,591
8502220,Parent8502220,0
8502220:0,8502220,0
8502220:0,8502220:0:1,0
8502220:0,8502220:0:2,0
8502220:0,8502220P,0
8502220:0,8590792,495
8502220:0,8590797,591
8502220:0,Parent8502220,0
8502220:0:1,8502220,0
8502220:0:1,8502220:0,0
8502220:0:1,8502220:0:2,0
8502220:0:1,8502220P,0
8502220:0:1,8590792,495
8502220:0:1,8590797,591
8502220:0:1,Parent8502220,0
8502220:0:2,8502220,0
8502220:0:2,8502220:0,0
8502220:0:2,8502220:0:1,0
8502220:0:2,8502220P,0
8502220:0:2,8590792,495
8502220:0:2,8590797,591
8502220:0:2,Parent8502220,0
8502220P,8502220,0
8502220P,8502220:0,0
8502220P,8502220:0:1,0
8502220P,8502220:0:2,0
8502220P,8590792,495
8502220P,8590797,591
8502220P,Parent8502220,0
8502221:0,8502221:0:1,0
8502221:0,8502221:0:2,0
8502221:0,8502221P,0
8502221:0,8502950,320
8502221:0,8573718,172
8502221:0,8573718:0,172
8502221:0,8573718:0:A,172
8502221:0,8573718:0:B,172
8502221:0,8573718:0:C,172
8502221:0,8573718:0:D,172
8502221:0,8573718P,172
8502221:0,8583870,75
8502221:0,8583870:0,76
8502221:0,8583870:0:D,76
8502221:0,8583870:0:E,76
8502221:0,8583870P,76
8502221:0,Parent8502221,0
8502221:0,Parent8573718,172
8502221:0,Parent8583870,75
8502221:0:1,8502221:0,0
8502221:0:1,8502221:0:2,0
8502221:0:1,8502221P,0
8502221:0:1,8502950,320
8502221:0:1,8573718,172
8502221:0:1,8573718:0,172
8502221:0:1,8573718:0:A,172
8502221:0:1,8573718:0:B,172
8502221:0:1,8573718:0:C,172
8502221:0:1,8573718:0:D,172
8502221:0:1,8573718P,172
8502221:0:1,8583870,75
8502221:0:1,8583870:0,76
8502221:0:1,8583870:0:D,76
8502221:0:1,8583870:0:E,76
8502221:0:1,8583870P,76
8502221:0:1,Parent8502221,0
8502221:0:1,Parent8573718,172
8502221:0:1,Parent8583870,75
8502221:0:2,8502221:0,0
8502221:0:2,8502221:0:1,0
8502221:0:2,8502221P,0
8502221:0:2,8502950,320
8502221:0:2,8573718,172
8502221:0:2,8573718:0,172
8502221:0:2,8573718:0:A,172
8502221:0:2,8573718:0:B,172
8502221:0:2,8573718:0:C,172
8502221:0:2,8573718:0:D,172
8502221:0:2,8573718P,172
8502221:0:2,8583870,75
8502221:0:2,8583870:0,76
8502221:0:2,8583870:0:D,76
8502221:0:2,8583870:0:E,76
8502221:0:2,8583870P,76
8502221:0:2,Parent8502221,0
8502221:0:2,Parent8573718,172
8502221:0:2,Parent8583870,75
8502221P,8502221:0,0
8502221P,8502221:0:1,0
8502221P,8502221:0:2,0
8502221P,8502950,320
8502221P,8573718,172
8502221P,8573718:0,172
8502221P,8573718:0:A,172
8502221P,8573718:0:B,172
8502221P,8573718:0:C,172
8502221P,8573718:0:D,172
8502221P,8573718P,172
8502221P,8583870,75
8502221P,8583870:0,76
8502221P,8583870:0:D,76
8502221P,8583870:0:E,76
8502221P,8583870P,76
8502221P,Parent8502221,0
8502221P,Parent8573718,172
8502221P,Parent8583870,75
8502222,8502222:0,0
8502222,8502222:0:2,0
8502222,8502222:0:3,0
8502222,8502222P,0
8502222,8573726,54
8502222,8573726:0,54
8502222,8573726:0:A,54
8502222,8573726:0:B,54
8502222,8573726:0:C,54
8502222,8573726:0:D,54
8502222,8573726P,54
8502222,8573730,584
8502222,Parent8502222,0
8502222,Parent8573726,54
8502222:0,8502222,0
8502222:0,8502222:0:2,0
8502222:0,8502222:0:3,0
8502222:0,8502222P,0
8502222:0,8573726,54
8502222:0,8573726:0,54
8502222:0,8573726:0:A,54
8502222:0,8573726:0:B,54
8502222:0,8573726:0:C,54
8502222:0,8573726:0:D,54
8502222:0,8573726P,54
8502222:0,8573730,584
8502222:0,Parent8502222,0
8502222:0,Parent8573726,54
8502222:0:2,8502222,0
8502222:0:2,8502222:0,0
8502222:0:2,8502222:0:3,0
8502222:0:2,8502222P,0
8502222:0:2,8573726,54
8502222:0:2,8573726:0,54
8502222:0:2,8573726:0:A,54
8502222:0:2,8573726:0:B,54
8502222:0:2,8573726:0:C,54
8502222:0:2,8573726:0:D,54
8502222:0:2,8573726P,54
8502222:0:2,8573730,584
8502222:0:2,Parent8502222,0
8502222:0:2,Parent8573726,54
8502222:0:3,8502222,0
8502222:0:3,8502222:0,0
8502222:0:3,8502222:0:2,0
8502222:0:3,8502222P,0
8502222:0:3,8573726,54
8502222:0:3,8573726:0,54
8502222:0:3,8573726:0:A,54
8502222:0:3,8573726:0:B,54
8502222:0:3,8573726:0:C,54
8502222:0:3,8573726:0:D,54
8502222:0:3,8573726P,54
8502222:0:3,8573730,584
8502222:0:3,Parent8502222,0
8502222:0:3,Parent8573726,54
8502222P,8502222,0
8502222P,8502222:0,0
8502222P,8502222:0:2,0
8502222P,8502222:0:3,0
8502222P,8573726,54
8502222P,8573726:0,54
8502222P,8573726:0:A,54
8502222P,8573726:0:B,54
8502222P,8573726:0:C,54
8502222P,8573726:0:D,54
8502222P,8573726P,54
8502222P,8573730,584
8502222P,Parent8502222,0
8502222P,Parent8573726,54
8502223,8502223:0,0
8502223,8502223:0:1,0
8502223,8502223:0:2,0
8502223,8502223P,0
8502223,8582721,555
8502223,8582722,314
8502223,Parent8502223,0
8502223:0,8502223,0
8502223:0,8502223:0:1,0
8502223:0,8502223:0:2,0
8502223:0,8502223P,0
8502223:0,8582721,555
8502223:0,8582722,314
8502223:0,Parent8502223,0
8502223:0:1,8502223,0
8502223:0:1,8502223:0,0
8502223:0:1,8502223:0:2,0
8502223:0:1,8502223P,0
8502223:0:1,8582721,555
8502223:0:1,8582722,314
8502223:0:1,Parent8502223,0
8502223:0:2,8502223,0
8502223:0:2,8502223:0,0
8502223:0:2,8502223:0:1,0
8502223:0:2,8502223P,0
8502223:0:2,8582721,555
8502223:0:2,8582722,314
8502223:0:2,Parent8502223,0
8502223P,8502223,0
8502223P,8502223:0,0
8502223P,8502223:0:1,0
8502223P,8502223:0:2,0
8502223P,8582721,555
8502223P,8582722,314
8502223P,Parent8502223,0
8502224,8502224:0,0
8502224,8502224:0:1,0
8502224,8502224:0:2,0
8502224,8502224:0:3,0
8502224,8502224P,0
8502224,8557097,581
8502224,8573178,23
8502224,8573178:0,23
8502224,8573178:0:A,23
8502224,8573178:0:B,23
8502224,8573178:0:C,23
8502224,8573178:0:D,23
8502224,8573178P,23
8502224,8581015,597
8502224,Parent8502224,0
8502224,Parent8573178,23
8502224:0,8502224,0
8502224:0,8502224:0:1,0
8502224:0,8502224:0:2,0
8502224:0,8502224:0:3,0
8502224:0,8502224P,0
8502224:0,8557097,581
8502224:0,8573178,23
8502224:0,8573178:0,23
8502224:0,8573178:0:A,23
8502224:0,8573178:0:B,23
8502224:0,8573178:0:C,23
8502224:0,8573178:0:D,23
8502224:0,8573178P,23
8502224:0,8581015,597
8502224:0,Parent8502224,0
8502224:0,Parent8573178,23
8502224:0:1,8502224,0
8502224:0:1,8502224:0,0
8502224:0:1,8502224:0:2,0
8502224:0:1,8502224:0:3,0
8502224:0:1,8502224P,0
8502224:0:1,8557097,581
8502224:0:1,8573178,23
8502224:0:1,8573178:0,23
8502224:0:1,8573178:0:A,23
8502224:0:1,8573178:0:B,23
8502224:0:1,8573178:0:C,23
8502224:0:1,8573178:0:D,23
8502224:0:1,8573178P,23
8502224:0:1,8581015,597
8502224:0:1,Parent8502224,0
8502224:0:1,Parent8573178,23
8502224:0:2,8502224,0
8502224:0:2,8502224:0,0
8502224:0:2,8502224:0:1,0
8502224:0:2,8502224:0:3,0
8502224:0:2,8502224P,0
8502224:0:2,8557097,581
8502224:0:2,8573178,23
8502224:0:2,8573178:0,23
8502224:0:2,8573178:0:A,23
8502224:0:2,8573178:0:B,23
8502224:0:2,8573178:0:C,23
8502224:0:2,8573178:0:D,23
8502224:0:2,8573178P,23
8502224:0:2,8581015,597
8502224:0:2,Parent8502224,0
8502224:0:2,Parent8573178,23
8502224:0:3,8502224,0
8502224:0:3,8502224:0,0
8502224:0:3,8502224:0:1,0
8502224:0:3,8502224:0:2,0
8502224:0:3,8502224P,0
8502224:0:3,8557097,581
8502224:0:3,8573178,23
8502224:0:3,8573178:0,23
8502224:0:3,8573178:0:A,23
8502224:0:3,8573178:0:B,23
8502224:0:3,8573178:0:C,23
8502224:0:3,8573178:0:D,23
8502224:0:3,8573178P,23
8502224:0:3,8581015,597
8502224:0:3,Parent8502224,0
8502224:0:3,Parent8573178,23
8502224P,8502224,0
8502224P,8502224:0,0
8502224P,8502224:0:1,0
8502224P,8502224:0:2,0
8502224P,8502224:0:3,0
8502224P,8557097,581
8502224P,8573178,23
8502224P,8573178:0,23
8502224P,8573178:0:A,23
8502224P,8573178:0:B,23
8502224P,8573178:0:C,23
8502224P,8573178:0:D,23
8502224P,8573178P,23
8502224P,8581015,597
8502224P,Parent8502224,0
8502224P,Parent8573178,23
8502225,8502225:0,0
8502225,8502225:0:1,0
8502225,8573181,54
8502225,8583743,564
8502225:0,8502225,0
8502225:0,8502225:0:1,0
8502225:0,8573181,54
8502225:0,8583743,564
8502225:0:1,8502225,0
8502225:0:1,8502225:0,0
8502225:0:1,8573181,54
8502225:0:1,8583743,564
8502229:0,8502229:0:1,0
8502229:0,8502229:0:2,0
8502229:0,8502229P,0
8502229:0,8590834,93
8502229:0,Parent8502229,0
8502229:0:1,8502229:0,0
8502229:0:1,8502229:0:2,0
8502229:0:1,8502229P,0
8502229:0:1,8590834,93
8502229:0:1,Parent8502229,0
8502229:0:2,8502229:0,0
8502229:0:2,8502229:0:1,0
8502229:0:2,8502229P,0
8502229:0:2,8590834,93
8502229:0:2,Parent8502229,0
8502229P,8502229:0,0
8502229P,8502229:0:1,0
8502229P,8502229:0:2,0
8502229P,8590834,93
8502229P,Parent8502229,0
8502248,8502185,504
8502248,8502273,375
8502248,8502273:0,384
8502248,8502273:0:1,384
8502248,8502878,28
8502248,8572747,339
8502248,8581308,568
8502269,8502269:0,27
8502269,8502269:0:2,27
8502269:0,8502269,27
8502269:0,8502269:0:2,0
8502269:0:2,8502269,27
8502269:0:2,8502269:0,0
8502270,8502186,374
8502270,8502186:0,368
8502270,8502186:0:1/2,368
8502270,8502186P,368
8502270,8517376,488
8502270,8590223,514
8502270,8590521,517
8502270,Parent8502186,374
8502272,8502185,590
8502272,8502272:0,28
8502272,8502272:0:1/2,28
8502272,8572570,404
8502272,8572643,46
8502272,8581308,429
8502272:0,8502185,564
8502272:0,8502272,28
8502272:0,8502272:0:1/2,0
8502272:0,8572570,395
8502272:0,8572643,18
8502272:0,8581308,408
8502272:0:1/2,8502185,564
8502272:0:1/2,8502272,28
8502272:0:1/2,8502272:0,0
8502272:0:1/2,8572570,395
8502272:0:1/2,8572643,18
8502272:0:1/2,8581308,408
8502273,8502248,375
8502273,8502273:0,10
8502273,8502273:0:1,10
8502273,8502878,360
8502273,8517377,546
8502273,8517377:0,545
8502273,8517377:0:1/2,545
8502273,8517377P,545
8502273,8572568,517
8502273,8572747,44
8502273,8580847,513
8502273,8582462,425
8502273,8582529,482
8502273,Parent8517377,546
8502273:0,8502248,384
8502273:0,8502273,10
8502273:0,8502273:0:1,0
8502273:0,8502878,368
8502273:0,8517377,539
8502273:0,8517377:0,538
8502273:0,8517377:0:1/2,538
8502273:0,8517377P,538
8502273:0,8572568,516
8502273:0,8572747,55
8502273:0,8580847,506
8502273:0,8582462,416
8502273:0,8582529,473
8502273:0,Parent8517377,539
8502273:0:1,8502248,384
8502273:0:1,8502273,10
8502273:0:1,8502273:0,0
8502273:0:1,8502878,368
8502273:0:1,8517377,539
8502273:0:1,8517377:0,538
8502273:0:1,8517377:0:1/2,538
8502273:0:1,8517377P,538
8502273:0:1,8572568,516
8502273:0:1,8572747,55
8502273:0:1,8580847,506
8502273:0:1,8582462,416
8502273:0:1,8582529,473
8502273:0:1,Parent8517377,539
8502274,8502188,305
8502274,8502188:0,300
8502274,8502188:0:1/2,300
8502274,8502188P,300
8502274,8517377,598
8502274,8517377:0,599
8502274,8517377:0:1/2,599
8502274,8517377P,599
8502274,8576164,268
8502274,Parent8502188,305
8502274,Parent8517377,598
8502275,8502188,541
8502275,8502188:0,546
8502275,8502188:0:1/2,546
8502275,8502188P,546
8502275,Parent8502188,541
8502276,8502276:0,61
8502276,8502276:0:1/2,61
8502276,8502276P,61
8502276,8572560,52
8502276,8572599,510
8502276,8580728,374
8502276,8580729,243
8502276,Parent8502276,0
8502276:0,8502276,61
8502276:0,8502276:0:1/2,0
8502276:0,8502276P,0
8502276:0,8572560,35
8502276:0,8572599,537
8502276:0,8580728,380
8502276:0,8580729,236
8502276:0,Parent8502276,61
8502276:0:1/2,8502276,61
8502276:0:1/2,8502276:0,0
8502276:0:1/2,8502276P,0
8502276:0:1/2,8572560,35
8502276:0:1/2,8572599,537
8502276:0:1/2,8580728,380
8502276:0:1/2,8580729,236
8502276:0:1/2,Parent8502276,61
8502276P,8502276,61
8502276P,8502276:0,0
8502276P,8502276:0:1/2,0
8502276P,8572560,35
8502276P,8572599,537
8502276P,8580728,380
8502276P,8580729,236
8502276P,Parent8502276,61
8502277,8502277:0,52
8502277,8502277:0:1,52
8502277:0,8502277,52
8502277:0,8502277:0:1,0
8502277:0:1,8502277,52
8502277:0:1,8502277:0,0
8502278,8502278:0,65
8502278,8502278:0:1,65
8502278:0,8502278,65
8502278:0,8502278:0:1,0
8502278:0:1,8502278,65
8502278:0:1,8502278:0,0
8502471,8573214,514
8502471,8580432,433
8502471,8588739,370
8502471,8588740,521
8502495,8503009,72
8502495,8503009:0,72
8502495,8503009:0:3,72
8502495,8503009:0:4,72
8502495,8503009P,72
8502495,8503681,505
8502495,8591080,145
8502495,8591081,112
8502495,8591082,351
8502495,8591241,285
8502495,8591279,568
8502495,8591304,334
8502495,Parent8503009,72
8502508,8590268,488
8502508,8590270,583
8502553,8510050,463
8502553,8572646,220
8502558,8502565,592
8502559,8503055,391
8502559,8503055:0:1,391
8502559,8503055:0:641,391
8502559,8503709,195
8502559,8574739,339
8502559,8575014,280
8502559,Parent8503055,391
8502565,8502558,592
8502567,8502567:0,0
8502567,8502567:0:A,0
8502567,8502567:0:B,0
8502567,8502567:0:C,0
8502567,8502567:0:D,0
8502567,8502567P,0
8502567,8580302,441
8502567,Parent8502567,0
8502567:0,8502567,0
8502567:0,8502567:0:A,0
8502567:0,8502567:0:B,0
8502567:0,8502567:0:C,0
8502567:0,8502567:0:D,0
8502567:0,8502567P,0
8502567:0,8580302,441
8502567:0,Parent8502567,0
8502567:0:A,8502567,0
8502567:0:A,8502567:0,0
8502567:0:A,8502567:0:B,0
8502567:0:A,8502567:0:C,0
8502567:0:A,8502567:0:D,0
8502567:0:A,8502567P,0
8502567:0:A,8580302,441
8502567:0:A,Parent8502567,0
8502567:0:B,8502567,0
8502567:0:B,8502567:0,0
8502567:0:B,8502567:0:A,0
8502567:0:B,8502567:0:C,0
8502567:0:B,8502567:0:D,0
8502567:0:B,8502567P,0
8502567:0:B,8580302,441
8502567:0:B,Parent8502567,0
8502567:0:C,8502567,0
8502567:0:C,8502567:0,0
8502567:0:C,8502567:0:A,0
8502567:0:C,8502567:0:B,0
8502567:0:C,8502567:0:D,0
8502567:0:C,8502567P,0
8502567:0:C,8580302,441
8502567:0:C,Parent8502567,0
8502567:0:D,8502567,0
8502567:0:D,8502567:0,0
8502567:0:D,8502567:0:A,0
8502567:0:D,8502567:0:B,0
8502567:0:D,8502567:0:C,0
8502567:0:D,8502567P,0
8502567:0:D,8580302,441
8502567:0:D,Parent8502567,0
8502567P,8502567,0
8502567P,8502567:0,0
8502567P,8502567:0:A,0
8502567P,8502567:0:B,0
8502567P,8502567:0:C,0
8502567P,8502567:0:D,0
8502567P,8580302,441
8502567P,Parent8502567,0
8502568,8572645,419
8502571,8572647,363
8502571,8580302,359
8502572,8591075,330
8502572,8591195,464
8502572,8591390,570
8502572,8591447,293
8502572,8591448,579
8502574,8580268,337
8502574,8582763,317
8502575,8580728,276
8502575,8580729,428
8502691,8572607,541
8502708,8572626,309
8502750,8572561,127
8502751,8502968,584
8502758:0,8502758:0:A,0
8502758:0,8502758:0:B,0
8502758:0,8502758:0:C,0
8502758:0,8502758P,0
8502758:0,8502963,579
8502758:0,8573182,458
8502758:0,Parent8502758,1
8502758:0:A,8502758:0,0
8502758:0:A,8502758:0:B,0
8502758:0:A,8502758:0:C,0
8502758:0:A,8502758P,0
8502758:0:A,8502963,579
8502758:0:A,8573182,458
8502758:0:A,Parent8502758,1
8502758:0:B,8502758:0,0
8502758:0:B,8502758:0:A,0
8502758:0:B,8502758:0:C,0
8502758:0:B,8502758P,0
8502758:0:B,8502963,579
8502758:0:B,8573182,458
8502758:0:B,Parent8502758,1
8502758:0:C,8502758:0,0
8502758:0:C,8502758:0:A,0
8502758:0:C,8502758:0:B,0
8502758:0:C,8502758P,0
8502758:0:C,8502963,579
8502758:0:C,8573182,458
8502758:0:C,Parent8502758,1
8502758P,8502758:0,0
8502758P,8502758:0:A,0
8502758P,8502758:0:B,0
8502758P,8502758:0:C,0
8502758P,8502963,579
8502758P,8573182,458
8502758P,Parent8502758,1
8502762,8573158,405
8502773,8579692,579
8502773,8580318,526
8502773,8583560,413
8502776,8573163,535
8502779,8572605,435
8502779,8572606,468
8502779,8582790,156
8502779,8583069,234
8502876,8583755,459
8502878,8502185,532
8502878,8502248,28
8502878,8502273,360
8502878,8502273:0,368
8502878,8502273:0:1,368
8502878,8572747,322
8502878,8581308,591
8502879,8570706,417
8502879,8572603,370
8502880,8572564,246
8502881,8572567,414
8502884,8573195,439
8502885,8573729,525
8502885,8583805,571
8502894,8581346,520
8502897,8572565,339
8502950,8502221:0,320
8502950,8502221:0:1,320
8502950,8502221:0:2,320
8502950,8502221P,320
8502950,8573718,348
8502950,8573718:0,348
8502950,8573718:0:A,348
8502950,8573718:0:B,348
8502950,8573718:0:C,348
8502950,8573718:0:D,348
8502950,8573718P,348
8502950,8573719,315
8502950,8583870,293
8502950,8583870:0,293
8502950,8583870:0:D,293
8502950,8583870:0:E,293
8502950,8583870P,293
8502950,Parent8502221,320
8502950,Parent8573718,348
8502950,Parent8583870,293
8502953,8580268,397
8502953,8582723,427
8502955,8572602,188
8502955,8573722,396
8502955,8573723,88
8502956,8580310,297
8502963,8502758:0,579
8502963,8502758:0:A,579
8502963,8502758:0:B,579
8502963,8502758:0:C,579
8502963,8502758P,579
8502963,Parent8502758,580
8502968,8502751,584
8502979,8572596,555
8502979,8572597,384
8502984,8572542,558
8502992,8503887,386
8503000,8503000:0,0
8503000,8503000:0:10,0
8503000,8503000:0:11,0
8503000,8503000:0:12,0
8503000,8503000:0:13,0
8503000,8503000:0:14,0
8503000,8503000:0:15,0
8503000,8503000:0:16,0
8503000,8503000:0:17,0
8503000,8503000:0:18,0
8503000,8503000:0:3,0
8503000,8503000:0:31,0
8503000,8503000:0:32,0
8503000,8503000:0:32AB,0
8503000,8503000:0:32CD,0
8503000,8503000:0:33,0
8503000,8503000:0:33AB,0
8503000,8503000:0:34,0
8503000,8503000:0:34AB,0
8503000,8503000:0:4,0
8503000,8503000:0:41/42,0
8503000,8503000:0:43/44,0
8503000,8503000:0:5,0
8503000,8503000:0:6,0
8503000,8503000:0:7,0
8503000,8503000:0:8,0
8503000,8503000:0:9,0
8503000,8503000P,0
8503000,8503088:0,155
8503000,8503088:0:21,155
8503000,8503088:0:22,155
8503000,8503088P,155
8503000,8503446,198
8503000,8503499,532
8503000,8530822,568
8503000,8587348,144
8503000,8587349,211
8503000,8588078,512
8503000,8591067,203
8503000,8591071,534
8503000,8591174,590
8503000,8591262,426
8503000,8591316,518
8503000,8591327,527
8503000,8591368,380
8503000,8591379,392
8503000,8596126,468
8503000,Parent8503000,0
8503000,Parent8503088,134
8503000:0,8503000,0
8503000:0,8503000:0:10,0
8503000:0,8503000:0:11,0
8503000:0,8503000:0:12,0
8503000:0,8503000:0:13,0
8503000:0,8503000:0:14,0
8503000:0,8503000:0:15,0
8503000:0,8503000:0:16,0
8503000:0,8503000:0:17,0
8503000:0,8503000:0:18,0
8503000:0,8503000:0:3,0
8503000:0,8503000:0:31,0
8503000:0,8503000:0:32,0
8503000:0,8503000:0:32AB,0
